ServiceNo	Direction	BusStopCode	Distance
74e	1	53139	10.4
74e	1	42149	20.3
74e	1	12109	20.9
74e	1	12099	21.3
74e	1	12089	21.5
74e	1	12079	22
74e	1	12069	22.3
74e	1	17119	22.8
74e	1	17109	23
74e	1	19049	23.5
74e	1	19039	24
74e	1	11189	27.1
74e	1	11389	27.6
74e	1	11379	27.8
74e	2	11379	0
74e	2	11381	0.3
74e	2	11181	0.7
74e	2	19021	3.5
74e	2	19031	3.9
74e	2	19041	4.3
74e	2	17101	5
74e	2	17111	5.4
74e	2	12061	5.8
74e	2	12071	6.1
74e	2	12081	6.6
74e	2	12091	7
74e	2	12101	7.4
74e	2	42141	7.8
74e	2	53121	17.2
74e	2	53131	17.7
74e	2	53141	18
74e	2	53151	18.4
74e	2	53161	18.7
74e	2	54241	19.6
74e	2	54261	20.1
74e	2	54271	20.4
74e	2	54281	20.7
74e	2	54291	21
74e	2	66331	22.4
74e	2	66101	22.8
74e	2	63311	23.3
74e	2	63391	23.7
74e	2	63381	24
74e	2	64341	24.7
74e	2	64351	25
74e	2	64361	25.3
74e	2	64031	25.7
74e	2	64079	26.2
74e	2	64059	26.7
74e	2	64049	27
74e	2	64009	27.7
75	1	481	0
75	1	44049	0.5
75	1	44251	0.8
75	1	44739	1.2
75	1	44201	1.6
75	1	44211	1.9
75	1	43139	2.5
75	1	43129	2.9
75	1	43099	3.4
75	1	43089	3.7
75	1	43069	4.2
75	1	43059	4.6
75	1	43049	4.9
75	1	43029	5.4
75	1	43019	5.9
75	1	42119	6.2
75	1	42109	6.8
75	1	42089	7.2
75	1	42149	7.7
75	1	12109	8.3
75	1	12099	8.7
75	1	12089	8.9
75	1	12079	9.4
75	1	12069	9.7
75	1	12119	10
75	1	12059	10.2
75	1	12049	10.5
75	1	12039	10.9
75	1	12029	11.2
75	1	11299	11.6
75	1	11289	12
75	1	11279	12.3
75	1	11269	12.8
75	1	11239	13.7
75	1	11229	14.1
75	1	11219	14.4
75	1	11209	14.8
75	1	13029	15.2
75	1	13019	15.9
75	1	9139	16.5
75	1	13189	16.9
75	1	13179	17.2
75	1	13169	17.4
75	1	13159	17.7
75	1	13139	18.1
75	1	13119	18.3
75	1	6129	18.7
75	1	6069	19.2
75	1	6049	19.4
75	1	6029	19.9
75	1	5519	20.7
75	1	5629	21
75	1	3222	21.4
75	1	3111	22.1
75	1	3031	22.7
75	1	3011	23.3
75	1	2111	23.9
75	1	2089	24.6
75	1	2099	24.9
75	2	2099	0
75	2	2101	0.4
75	2	2051	0.8
75	2	2061	1.1
75	2	2029	1.7
75	2	3019	2.3
75	2	3059	2.6
75	2	3129	3
75	2	3218	3.6
75	2	5631	4.6
75	2	5521	5
75	2	6011	5.6
75	2	6051	6.2
75	2	6071	6.4
75	2	6081	6.6
75	2	6131	7.1
75	2	13121	7.4
75	2	13141	7.8
75	2	13171	8.3
75	2	13181	8.6
75	2	9131	9.1
75	2	9141	9.4
75	2	13011	9.7
75	2	13021	10.3
75	2	11201	10.6
75	2	11211	10.9
75	2	11221	11.4
75	2	11231	11.9
75	2	11261	12.7
75	2	11271	13.3
75	2	11281	13.6
75	2	11291	14
75	2	12021	14.4
75	2	12031	14.8
75	2	12041	15.2
75	2	12051	15.5
75	2	12111	15.7
75	2	12061	16.2
75	2	12071	16.5
75	2	12081	17
75	2	12091	17.4
75	2	12101	17.8
75	2	42141	18.2
75	2	42071	18.6
75	2	42091	19.1
75	2	42111	19.6
75	2	43011	19.8
75	2	43021	20.3
75	2	43041	20.8
75	2	43051	21.4
75	2	43061	21.7
75	2	43071	21.9
75	2	43081	22.1
75	2	43121	22.8
75	2	43131	23.3
75	2	44219	23.8
75	2	44209	24.1
75	2	44731	24.5
75	2	44259	24.8
75	2	44041	25.2
75	2	481	25.6
75A	1	481	0
75A	1	44049	0.5
75A	1	44251	0.8
75A	1	44739	1.2
75A	1	44201	1.6
75A	1	44211	1.9
75A	1	43139	2.5
75A	1	43129	2.9
75A	1	43099	3.4
75A	1	43089	3.7
75A	1	43069	4.2
75A	1	43059	4.6
75A	1	43049	4.9
75A	1	43029	5.4
75A	1	43019	5.9
75A	1	42119	6.2
75A	1	42109	6.8
75A	1	42089	7.2
75A	1	42149	7.7
75A	1	12109	8.3
75A	1	12099	8.7
76	1	55509	0
76	1	55159	0.5
76	1	55149	0.8
76	1	55139	1.1
76	1	54209	1.4
76	1	54199	1.7
76	1	54189	2.2
76	1	54221	2.6
76	1	54231	2.9
76	1	54241	3.4
76	1	54261	3.9
76	1	54271	4.2
76	1	54281	4.5
76	1	54291	4.8
76	1	54301	5.3
76	1	66341	5.6
76	1	66331	6.2
76	1	66101	6.6
76	1	63219	7.1
76	1	63209	7.4
76	1	63199	7.8
76	1	63189	8.1
76	1	63179	8.3
76	1	63369	8.7
76	1	63149	8.9
76	1	62059	9.5
76	1	62049	9.9
76	1	62039	10.1
76	1	62029	10.5
76	1	62019	10.7
76	1	70309	11
76	1	70299	11.2
76	1	70289	11.5
76	1	70279	12
76	1	70269	12.3
76	1	70259	12.8
76	1	81101	13.2
76	1	81111	13.5
76	1	82011	13.9
76	1	82032	14.2
76	1	82009	14.9
76	2	82009	0
76	2	82229	0.4
76	2	82049	0.7
76	2	82029	1.1
76	2	81129	1.6
76	2	81119	1.9
76	2	81109	2.2
76	2	70251	2.7
76	2	70261	3.1
76	2	70271	3.3
76	2	70281	3.9
76	2	70291	4.2
76	2	70301	4.5
76	2	62011	4.8
76	2	62021	5
76	2	62031	5.2
76	2	62041	5.6
76	2	62051	6.1
76	2	63141	6.5
76	2	63361	7
76	2	63181	7.4
76	2	63191	7.8
76	2	63201	8
76	2	63211	8.3
76	2	66109	8.6
76	2	66339	9.1
76	2	66349	9.7
76	2	54309	10
76	2	54299	10.6
76	2	54289	10.9
76	2	54279	11.2
76	2	54269	11.5
76	2	54248	12
76	2	54239	12.4
76	2	54229	12.8
76	2	54181	13.3
76	2	54191	13.7
76	2	54201	14
76	2	55131	14.3
76	2	55141	14.6
76	2	55151	15
76	2	55189	15.5
76	2	55509	15.9
761	1	56251	0
761	1	56241	0.5
761	1	56289	0.8
761	1	56261	1.2
761	1	54061	1.5
761	1	54621	1.9
761	1	54611	2.3
761	1	54071	2.8
761	1	54081	3.2
761	1	54091	3.6
761	1	3223	16.3
761	1	3151	16.7
761	1	3021	17.2
761	1	3011	17.8
77	1	43009	0
77	1	43179	0.6
77	1	43189	1
77	1	43619	1.4
77	1	43629	1.6
77	1	42319	2
77	1	42201	2.6
77	1	42211	2.8
77	1	42221	3.1
77	1	42231	3.4
77	1	42169	3.8
77	1	42159	4
77	1	42259	4.3
77	1	42089	4.7
77	1	42059	5.4
77	1	42049	5.6
77	1	42039	6
77	1	42029	6.5
77	1	42129	7.6
77	1	42139	7.8
77	1	11349	8.2
77	1	11339	8.4
77	1	11329	8.6
77	1	11319	8.9
77	1	11309	9.1
77	1	11289	9.5
77	1	11279	9.8
77	1	11269	10.3
77	1	11239	11.2
77	1	11229	11.6
77	1	11219	11.9
77	1	11209	12.3
77	1	13029	12.7
77	1	13019	13.4
77	1	9149	13.5
77	1	9159	14.1
77	1	9169	14.4
77	1	9179	14.7
77	1	9047	15
77	1	9037	15.5
77	1	8138	16.2
77	1	8057	16.6
77	1	8069	17.1
77	1	4179	17.4
77	1	2049	17.8
77	1	2089	18.5
77	1	2099	18.8
77	2	2099	0
77	2	2101	0.4
77	2	2051	0.8
77	2	2061	1.1
77	2	4111	1.8
77	2	4121	2.2
77	2	8041	2.5
77	2	8031	2.8
77	2	8111	3.3
77	2	8121	3.6
77	2	9059	3.9
77	2	9022	4.4
77	2	9111	4.9
77	2	9121	5.2
77	2	9131	5.8
77	2	9141	6.1
77	2	13011	6.4
77	2	13021	7
77	2	11201	7.3
77	2	11211	7.6
77	2	11221	8.1
77	2	11231	8.6
77	2	11261	9.4
77	2	11271	10
77	2	11301	10.5
77	2	11311	10.8
77	2	11321	11
77	2	11331	11.3
77	2	11341	11.6
77	2	42131	12
77	2	42011	12.4
77	2	42021	12.7
77	2	42031	13
77	2	42041	13.4
77	2	42051	13.9
77	2	42061	14.2
77	2	42071	14.7
77	2	42151	15
77	2	42161	15.3
77	2	42239	15.6
77	2	42229	15.8
77	2	42219	16.1
77	2	42209	16.3
77	2	42311	16.9
77	2	43621	17.3
77	2	43611	17.6
77	2	43181	17.9
77	2	43171	18.3
77	2	43009	18.8
78	1	28009	0
78	1	28301	0.3
78	1	28431	0.6
78	1	28249	0.9
78	1	28239	1.4
78	1	28229	2
78	1	20269	2.4
78	1	20259	2.6
78	1	20161	3
78	1	20171	3.3
78	1	20121	3.6
78	1	29039	4
78	1	29029	4.5
78	1	29019	5.1
78	1	29041	5.5
78	1	29121	5.9
78	1	29051	6.4
78	1	29119	7.1
78	1	29109	7.6
78	1	29099	7.8
78	1	29089	8.1
78	1	29139	8.4
78	1	29149	8.7
78	1	20299	10.7
78	1	17079	10.9
78	1	17069	11.2
78	1	17251	12.1
78	1	17161	12.3
78	1	17171	12.7
78	1	17239	13.5
78	1	17259	13.9
78	1	17061	14.8
78	1	17071	15
78	1	20291	15.4
78	1	29071	16.5
78	1	29081	16.8
78	1	29091	17.1
78	1	29101	17.4
78	1	29111	17.8
78	1	29069	18.2
78	1	29059	18.7
78	1	29129	19.1
78	1	29049	19.5
78	1	29011	20.1
78	1	29021	20.6
78	1	29031	21
78	1	20129	21.6
78	1	20179	21.8
78	1	20169	22.2
78	1	20251	22.4
78	1	20261	22.6
78	1	20271	23
78	1	28221	23.3
78	1	28231	23.6
78	1	28241	24
78	1	28439	24.4
78	1	28009	24.9
78A	1	28009	0
78A	1	28301	0.3
78A	1	28431	0.6
78A	1	28249	0.9
78A	1	28239	1.4
78A	1	28229	2
78A	1	20269	2.4
78A	1	20259	2.6
78A	1	20161	3
78A	1	20171	3.3
78A	1	20121	3.6
78A	1	29039	4
78A	1	29029	4.5
78A	1	29019	5.1
78A	1	29041	5.5
78A	1	29121	5.9
79	1	28009	0
79	1	28301	0.3
79	1	28431	0.6
79	1	28249	0.9
79	1	28239	1.4
79	1	28229	2
79	1	20269	2.4
79	1	20201	2.8
79	1	20211	3
79	1	20231	3.4
79	1	20121	3.9
79	1	29039	4.3
79	1	29029	4.8
79	1	21059	5.6
79	1	21079	6.4
79	1	21141	6.9
79	1	21151	7.1
79	1	21041	7.5
79	1	21171	8.1
79	1	21181	8.6
79	1	21549	9
79	1	21539	9.4
79	1	21529	9.8
79	1	21519	10.2
79	1	21261	10.5
79	1	21259	10.8
79	1	21351	11.2
79	1	22009	12.3
79	1	21359	13.4
79	1	21251	13.7
79	1	21269	14
79	1	21511	14.3
79	1	21521	14.7
79	1	21531	15.1
79	1	21541	15.6
79	1	21189	15.9
79	1	21179	16.4
79	1	21049	17
79	1	21159	17.3
79	1	21149	17.6
79	1	21071	18
79	1	21051	18.9
79	1	29021	19.4
79	1	29031	19.8
79	1	20129	20.4
79	1	20239	20.8
79	1	20219	21
79	1	20209	21.4
79	1	20261	21.7
79	1	20271	22.1
79	1	28221	22.4
79	1	28231	22.7
79	1	28241	23.1
79	1	28439	23.5
79	1	28009	24
79A	1	28009	0
79A	1	28301	0.3
79A	1	28431	0.6
79A	1	28249	0.9
79A	1	28239	1.4
79A	1	28229	2
79A	1	20269	2.4
79A	1	20201	2.8
79A	1	20211	3
79A	1	20231	3.4
79A	1	20121	3.9
79A	1	29039	4.3
79A	1	29029	4.8
79A	1	21059	5.6
79A	1	21079	6.4
79A	1	21141	6.9
79A	1	21151	7.1
79A	1	21041	7.5
79A	1	21171	8.1
79A	1	21181	8.6
79A	1	21549	9
79A	1	21539	9.4
79A	1	21529	9.8
79A	1	21519	10.2
79A	1	21261	10.5
79A	1	21259	10.8
79A	1	21351	11.2
79A	1	22009	12.3
7A	1	84009	0
7A	1	84029	0.7
7A	1	84019	1
7A	1	83099	1.5
7A	1	83079	1.9
7A	1	83059	2.3
7A	1	83049	2.5
7A	1	83029	2.9
7A	1	82069	3.3
7A	1	82049	3.8
7A	1	82029	4.2
7A	1	82109	4.5
7A	1	81131	4.7
7A	1	81141	5.1
7A	1	81151	5.4
7A	1	81161	6
7A	1	80259	6.4
7A	1	80111	7.1
7A	1	80049	7.5
7A	1	80039	7.7
7A	1	80029	8.2
7A	1	1339	8.7
7A	1	1329	9.1
7A	1	1229	9.6
7A	1	1139	10
7A	1	1039	10.3
7A	1	1029	10.5
7A	1	4111	11
7A	1	4121	11.4
7A	1	8041	11.7
7A	1	8031	12
7A	1	8111	12.5
7A	1	8121	12.8
7A	1	9059	13.1
7A	1	9022	13.6
7B	1	17009	0
7B	1	17221	0.8
7B	1	12119	1.6
7B	1	12059	1.8
7B	1	12049	2.1
7B	1	12039	2.5
7B	1	12029	2.8
7B	1	11299	3.2
7B	1	11289	3.6
7B	1	11279	3.9
7B	1	11269	4.4
7B	1	11239	5.3
7B	1	11229	5.7
7B	1	11219	6
7B	1	11209	6.4
7B	1	13029	6.8
7B	1	13019	7.5
7B	1	9149	7.6
7B	1	9159	8.2
7B	1	9169	8.5
7B	1	9179	8.8
7B	1	9048	9.3
7B	1	9038	9.9
7B	1	8138	10.3
7B	1	8057	10.7
8	1	75009	0
8	1	76191	0.5
8	1	76201	0.8
8	1	76211	1.1
8	1	76221	1.4
8	1	76039	1.7
8	1	76109	2
8	1	76099	2.5
8	1	76089	3
8	1	76079	3.5
8	1	75059	4.2
8	1	75229	4.6
8	1	75239	5.1
8	1	75249	5.5
8	1	75259	5.8
8	1	84481	8.3
8	1	84491	8.8
8	1	72079	9.2
8	1	72069	9.5
8	1	72029	9.9
8	1	71099	10.3
8	1	71139	10.7
8	1	71129	11
8	1	71149	11.3
8	1	71159	11.6
8	1	71169	11.9
8	1	70261	12.4
8	1	70271	12.6
8	1	70149	13.2
8	1	70139	13.6
8	1	70129	13.9
8	1	70119	14.2
8	1	70109	14.6
8	1	60219	15
8	1	60089	15.6
8	1	52089	16.3
8	1	52321	17.3
8	1	52501	17.6
8	1	52009	18
8	2	52009	0
8	2	52509	0.5
8	2	52329	0.8
8	2	52081	1.9
8	2	60081	2.6
8	2	60211	3.1
8	2	70101	3.5
8	2	70111	3.9
8	2	70121	4.4
8	2	70131	4.8
8	2	70279	5.4
8	2	70269	5.7
8	2	71161	6
8	2	71151	6.3
8	2	71141	6.6
8	2	71121	6.9
8	2	71131	7.2
8	2	71091	7.5
8	2	72021	7.9
8	2	72061	8.4
8	2	72071	8.6
8	2	84499	9.1
8	2	84489	9.7
8	2	75251	12
8	2	75241	12.4
8	2	75231	12.7
8	2	75221	13.1
8	2	75051	13.6
8	2	76071	14.3
8	2	76081	14.8
8	2	76091	15.2
8	2	76101	15.6
8	2	76031	15.8
8	2	76229	16.1
8	2	76219	16.4
8	2	76209	16.8
8	2	76199	17.1
8	2	75009	17.4
80	1	67009	0
80	1	67191	0.4
80	1	67171	0.8
80	1	65029	1.3
80	1	65019	1.8
80	1	64029	2.2
80	1	64429	2.6
80	1	64381	3.1
80	1	64549	3.6
80	1	64019	4.2
80	1	63069	4.5
80	1	63059	4.8
80	1	63049	5.2
80	1	63039	5.6
80	1	63029	6.1
80	1	63019	6.7
80	1	62059	7.1
80	1	62049	7.5
80	1	62039	7.7
80	1	62029	8.1
80	1	62019	8.3
80	1	70309	8.6
80	1	70299	8.8
80	1	70289	9.1
80	1	70279	9.6
80	1	70269	9.9
80	1	70259	10.4
80	1	81229	11.1
80	1	81219	11.5
80	1	81209	11.8
80	1	81089	12.3
80	1	80089	12.8
80	1	80069	13.2
80	1	80049	13.7
80	1	80039	13.9
80	1	80029	14.4
80	1	1339	14.9
80	1	1329	15.3
80	1	1229	15.8
80	1	1139	16.2
80	1	1039	16.5
80	1	1029	16.7
80	1	4168	17.3
80	1	4249	17.5
80	1	5029	17.9
80	1	5199	18.3
80	1	5269	18.7
80	1	5429	19.1
80	1	5419	19.4
80	1	5649	19.9
80	1	14061	20.2
80	1	14071	20.7
80	1	14081	21.1
80	1	14101	21.5
80	1	14141	22.3
80	1	14009	23
80	2	14009	0
80	2	14129	0.4
80	2	14119	0.7
80	2	14109	1.4
80	2	14089	1.8
80	2	14069	2.7
80	2	5641	3.2
80	2	5651	3.4
80	2	5411	3.6
80	2	5421	3.9
80	2	5271	4.1
80	2	5241	4.5
80	2	5013	5
80	2	5023	5.4
80	2	4222	5.7
80	2	4142	6.2
80	2	1012	6.7
80	2	1112	7.2
80	2	1121	7.8
80	2	1211	8.1
80	2	1311	8.4
80	2	80011	9
80	2	80031	9.5
80	2	80051	9.8
80	2	80071	10.2
80	2	80091	10.7
80	2	81081	10.9
80	2	81201	11.3
80	2	81211	11.7
80	2	81221	12.1
80	2	81109	12.3
80	2	70251	12.8
80	2	70261	13.2
80	2	70271	13.4
80	2	70281	14
80	2	70291	14.3
80	2	70301	14.6
80	2	62011	14.9
80	2	62021	15.1
80	2	62031	15.3
80	2	62041	15.7
80	2	62051	16.2
80	2	63011	16.7
80	2	63021	17.2
80	2	63031	17.8
80	2	63041	18.1
80	2	63051	18.3
80	2	63061	18.6
80	2	64011	18.8
80	2	64541	19.4
80	2	64389	20
80	2	64421	20.5
80	2	64021	20.9
80	2	65011	21.3
80	2	65021	21.7
80	2	67179	22.4
80	2	67199	22.7
80	2	67009	23.1
800	1	59009	0
800	1	59179	0.4
800	1	59241	0.7
800	1	59231	1
800	1	59251	1.5
800	1	59261	1.8
800	1	59271	2.2
800	1	57129	2.6
800	1	57119	2.9
800	1	57089	3.3
800	1	59511	3.8
800	1	59309	4.2
800	1	59139	4.6
800	1	59129	5
800	1	59109	5.4
800	1	59239	5.8
800	1	59249	6.1
800	1	59171	6.4
800	1	59009	6.9
803	1	59009	0
803	1	59179	0.4
803	1	59389	0.7
803	1	59641	1.2
803	1	59621	1.8
803	1	59181	2.1
803	1	59171	2.4
803	1	59009	2.9
804	1	59009	0
804	1	59091	0.6
804	1	59239	1.2
804	1	59249	1.5
804	1	59389	1.9
804	1	59399	2.4
804	1	59409	2.8
804	1	59419	3
804	1	59639	3.3
804	1	59579	3.6
804	1	59581	3.9
804	1	59471	4.4
804	1	59461	5
804	1	59411	5.5
804	1	59401	5.8
804	1	59391	6.2
804	1	59381	6.6
804	1	59241	7.1
804	1	59231	7.4
804	1	59099	7.9
804	1	59689	8.2
804	1	59009	8.6
805	1	59009	0
805	1	59073	0.4
805	1	59069	0.6
805	1	59341	1.4
805	1	59289	1.9
805	1	59299	2.2
805	1	59449	2.6
805	1	59731	3.1
805	1	59741	3.5
805	1	59751	3.8
805	1	59589	4.2
805	1	59761	4.4
805	1	59719	4.5
805	1	59291	4.8
805	1	59281	5.3
805	1	59349	5.7
805	1	59061	6.4
805	1	59671	6.6
805	1	59009	6.8
806	1	59009	0
806	1	59359	0.5
806	1	59651	0.7
806	1	59451	1
806	1	59469	1.5
806	1	59591	2.1
806	1	59601	2.4
806	1	59649	3
806	1	59399	3.2
806	1	59409	3.6
806	1	59419	3.8
806	1	59459	4.3
806	1	59351	4.7
806	1	59009	5.1
807	1	59009	0
807	1	59179	0.4
807	1	59389	0.7
807	1	59399	1.2
807	1	59409	1.6
807	1	59419	1.8
807	1	59639	2.1
807	1	59579	2.4
807	1	59761	2.6
807	1	59719	2.7
807	1	59439	3.2
807	1	59429	3.6
807	1	59569	3.9
807	1	59329	4.1
807	1	59089	4.6
807	1	59319	4.8
807	1	59309	5.1
807	1	59111	5.5
807	1	57089	6
807	1	59511	6.5
807	1	59311	7
807	1	59081	7.3
807	1	59321	7.7
807	1	59561	7.9
807	1	59421	8.2
807	1	59431	8.5
807	1	59711	9.1
807	1	59571	9.5
807	1	59631	9.8
807	1	59411	10.1
807	1	59401	10.4
807	1	59391	10.8
807	1	59381	11.2
807	1	59171	11.5
807	1	59009	12
807A	1	59009	0
807A	1	59179	0.4
807A	1	59389	0.7
807A	1	59399	1.2
807A	1	59409	1.6
807A	1	59419	1.8
807A	1	59639	2.1
807A	1	59579	2.4
807A	1	59761	2.6
807A	1	59719	2.7
807A	1	59439	3.2
807A	1	59429	3.6
807A	1	59569	3.9
80A	1	67009	0
80A	1	67191	0.4
80A	1	67171	0.8
80A	1	65029	1.3
80A	1	65019	1.8
80A	1	64029	2.2
80A	1	64429	2.6
80A	1	64381	3.1
80A	1	64549	3.6
80A	1	64019	4.2
80A	1	63069	4.5
80A	1	63059	4.8
80A	1	63049	5.2
80A	1	63039	5.6
80A	1	63029	6.1
80A	1	63019	6.7
80A	1	62059	7.1
80A	1	62049	7.5
80A	1	62039	7.7
80A	1	62029	8.1
80A	1	62019	8.3
80A	1	70309	8.6
80A	1	70299	8.8
80A	1	70289	9.1
80A	1	70279	9.6
80A	1	70269	9.9
80A	1	70259	10.4
80A	1	81229	11.1
80A	1	81219	11.5
80A	1	81209	11.8
80A	1	81089	12.3
81	1	75009	0
81	1	76191	0.5
81	1	76201	0.8
81	1	76211	1.1
81	1	76221	1.4
81	1	76231	1.8
81	1	76241	2.1
81	1	98011	2.7
81	1	98091	3
81	1	78051	3.4
81	1	78061	3.8
81	1	77051	4.2
81	1	77041	4.6
81	1	77031	5
81	1	77021	5.3
81	1	77011	5.7
81	1	77241	6
81	1	77231	6.3
81	1	77281	6.6
81	1	77331	7
81	1	64229	12
81	1	64219	12.4
81	1	64209	12.8
81	1	63241	13.3
81	1	63059	13.7
81	1	63049	14.1
81	1	63039	14.5
81	1	63029	15
81	1	63019	15.6
81	1	62149	15.9
81	1	66351	16.3
81	1	66371	16.7
81	1	63149	17.1
81	1	63011	17.7
81	1	63021	18.2
81	1	63031	18.8
81	1	63041	19.1
81	1	63051	19.3
81	1	63249	19.8
81	1	64201	20.2
81	1	64211	20.5
81	1	64221	21
81	1	64131	21.3
81	1	77339	26.6
81	1	77289	27.1
81	1	77239	27.4
81	1	77249	27.7
81	1	78049	28
81	1	77019	28.2
81	1	77029	28.6
81	1	77039	29
81	1	77049	29.4
81	1	77059	29.8
81	1	78069	30.1
81	1	78059	30.5
81	1	98099	30.9
81	1	98019	31.3
81	1	76249	31.9
81	1	76239	32.2
81	1	76229	32.6
81	1	76219	32.9
81	1	76209	33.3
81	1	76199	33.6
81	1	75009	33.9
811	1	59009	0
811	1	59179	0.4
811	1	59189	0.7
811	1	59199	1
811	1	59209	1.3
811	1	59211	1.7
811	1	59221	2.1
811	1	59261	2.5
811	1	59271	2.9
811	1	57129	3.3
811	1	57119	3.6
811	1	59119	3.8
811	1	59149	4.3
811	1	59159	4.6
811	1	59091	4.8
811	1	59251	5.4
811	1	59229	5.8
811	1	59219	6.2
811	1	59201	6.7
811	1	59191	7
811	1	59181	7.4
811	1	59171	7.7
811	1	59161	8.1
811	1	59072	8.5
811	1	59069	8.8
811	1	59339	9.4
811	1	59321	10
811	1	59561	10.2
811	1	59421	10.5
811	1	59431	10.8
811	1	59449	11.4
811	1	59481	11.8
811	1	59499	12.2
811	1	59501	12.7
811	1	59441	13.1
811	1	59439	13.6
811	1	59429	14
811	1	59569	14.3
811	1	59329	14.5
811	1	59331	15
811	1	59061	15.5
811	1	59671	15.7
811	1	59009	15.9
811A	1	59009	0
811A	1	59179	0.4
811A	1	59189	0.7
811A	1	59199	1
811A	1	59209	1.3
811A	1	59211	1.7
811A	1	59221	2.1
811A	1	59261	2.5
811A	1	59271	2.9
811A	1	57129	3.3
811A	1	57119	3.6
811A	1	59119	3.8
811A	1	59149	4.3
811A	1	59159	4.6
812	1	59009	0
812	1	59359	0.5
812	1	59709	0.8
812	1	59349	1.1
812	1	59369	1.4
812	1	59379	1.8
812	1	59291	2.2
812	1	59281	2.7
812	1	59701	3
812	1	59351	3.4
812	1	59161	3.8
812	1	59091	4.2
812	1	59101	4.8
812	1	59121	5.2
812	1	59131	5.5
812	1	59301	5.9
812	1	59311	6.2
812	1	59081	6.5
812	1	59321	6.9
812	1	59561	7.1
812	1	59051	7.4
812	1	59339	7.9
812	1	59089	8.3
812	1	59319	8.5
812	1	59309	8.8
812	1	59139	9.2
812	1	59129	9.6
812	1	59109	10
812	1	59099	10.4
812	1	59689	10.7
812	1	59009	11.1
82	1	65009	0
82	1	65201	0.5
82	1	65079	0.8
82	1	65069	1.3
82	1	65059	1.6
82	1	65049	2
82	1	65039	2.3
82	1	65029	2.6
82	1	65019	3.1
82	1	64029	3.5
82	1	64429	3.9
82	1	64381	4.4
82	1	64391	4.7
82	1	63351	5
82	1	63341	5.4
82	1	63059	5.9
82	1	63049	6.3
82	1	63039	6.7
82	1	63029	7.2
82	1	63019	7.8
82	1	62149	8.1
82	1	66351	8.5
82	1	66371	8.9
82	1	63149	9.3
82	1	63011	9.9
82	1	63021	10.4
82	1	63031	11
82	1	63041	11.3
82	1	63051	11.5
82	1	63349	12
82	1	63359	12.5
82	1	64399	12.8
82	1	64389	13.2
82	1	64421	13.7
82	1	64021	14.1
82	1	65011	14.5
82	1	65021	14.9
82	1	65031	15.3
82	1	65041	15.6
82	1	65061	16.2
82	1	65071	16.7
82	1	65209	17
82	1	65009	17.5
825	1	55509	0
825	1	55171	0.5
825	1	55029	1
825	1	55349	1.4
825	1	55339	1.7
825	1	55351	2.1
825	1	55371	2.7
825	1	55381	3
825	1	55361	3.3
825	1	55331	3.7
825	1	55341	4
825	1	55021	4.3
825	1	55179	4.9
825	1	55189	5.3
825	1	55509	5.7
83	1	65009	0
83	1	65221	0.6
83	1	65281	0.9
83	1	65271	1.4
83	1	65261	2
83	1	65239	2.5
83	1	65179	3.1
83	1	65169	3.5
83	1	65159	4
83	1	65079	4.3
83	1	65069	4.8
83	1	67251	5.1
83	1	67431	5.4
83	1	67411	5.8
83	1	67441	6.1
83	1	67009	6.8
83	1	67449	7.6
83	1	67419	7.9
83	1	67439	8.5
83	1	67259	8.8
83	1	65061	9
83	1	65071	9.5
83	1	65151	9.9
83	1	65161	10.2
83	1	65171	10.7
83	1	65231	11.3
83	1	65269	11.7
83	1	65279	12.2
83	1	65289	12.7
83	1	65229	13
83	1	65009	13.5
84	1	65009	0
84	1	65221	0.6
84	1	65091	0.9
84	1	65101	1.4
84	1	65111	2
84	1	65121	2.4
84	1	65139	3
84	1	65129	3.5
84	1	65119	3.8
84	1	65109	4.5
84	1	65099	4.9
84	1	65229	5.2
84	1	65009	5.7
85	1	65009	0
85	1	65221	0.6
85	1	65281	0.9
85	1	65271	1.4
85	1	65261	2
85	1	65239	2.5
85	1	65529	2.9
85	1	67529	3.6
85	1	67539	4
85	1	67131	4.2
85	1	67141	4.5
85	1	67179	5.2
85	1	67349	5.5
85	1	67449	6.2
85	1	67399	6.5
85	1	67389	6.8
85	1	67549	7.1
85	1	67559	7.7
85	1	67569	8.2
85	1	67579	8.4
85	1	68031	8.8
85	1	68051	9.1
85	1	55281	14.4
85	1	59011	14.9
85	1	59021	15.8
85	1	59031	16.2
85	1	59041	16.6
85	1	59051	17
85	1	59061	17.7
85	1	59671	17.9
85	1	59009	18.1
85	2	59009	0
85	2	59073	0.4
85	2	59069	0.6
85	2	59059	1.3
85	2	59049	1.8
85	2	59039	2.2
85	2	59029	2.9
85	2	59019	3.6
85	2	55289	4.1
85	2	68059	9.5
85	2	68049	9.7
85	2	68039	9.9
85	2	67571	10.2
85	2	67561	10.5
85	2	67551	10.9
85	2	67541	11.6
85	2	67381	11.8
85	2	67391	12.1
85	2	67441	12.5
85	2	67341	13.1
85	2	67171	13.6
85	2	67139	14.3
85	2	67531	14.7
85	2	67521	15
85	2	65521	15.6
85	2	65231	16.1
85	2	65269	16.5
85	2	65279	17
85	2	65289	17.5
85	2	65229	17.8
85	2	65009	18.3
850E	1	59581	0
850E	1	59471	0.5
850E	1	59461	1.1
850E	1	59639	1.5
850E	1	59579	1.8
850E	1	59761	2
850E	1	59719	2.1
850E	1	59439	2.6
